비스트리밍 방식은 모든 결과가 정리되고 나서 한꺼번에 보여 줍니다.
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='', function_call=None, refusal=None, role='assistant', tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='wh')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='이', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='nsW')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='지만', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='K1')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 사', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='7j')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='생', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='YEv')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='아', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='EbX')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 신', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='cm')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='분', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='KLF')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='으로', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='36')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 태', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='6R')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='어나', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='mE')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 차', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='NO')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='별', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Rex')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='과', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='FPS')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 억', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='JT')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='압', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='km3')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 속', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='FQ')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='에서', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='8T')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 자', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Yz')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='랐다', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='de')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='.', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='PyI')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 재', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='wT')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='능', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='l1q')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='과', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Uhn')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 정의', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='y')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='감을', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='PK')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 바', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='wF')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='탕', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='QSG')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='으로', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='hE')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 불', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='RJ')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='의', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='FEv')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='에', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='6Pd')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 맞', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='ye')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='서', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='mdy')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 도', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='LU')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='적', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='aqc')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='단', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='jGM')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='을', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='H8n')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 이', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='io')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='끌', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='y2w')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='며', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Xvh')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 백', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Pp')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='성을', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='xR')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 돕', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='RW')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='고', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='vjX')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=',', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Vry')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 결국', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='b')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 사회', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='8')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='의', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='pme')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 불', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='AA')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='의를', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='fQ')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 바로', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='m')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='잡', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='dlu')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='는', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='FFj')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 인', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='M0')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='물', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='g3z')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='로', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='B1x')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=' 기억', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='D')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='된다', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Cc')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content='.', function_call=None, refusal=None, role=None, tool_calls=None), finish_reason=None, index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='Qsj')
ChatCompletionChunk(id='chatcmpl-Dl5SdSONRLYIqsVzLj8NCSytvyNVN', choices=[Choice(delta=ChoiceDelta(content=None, function_call=None, refusal=None, role=None, tool_calls=None), finish_reason='stop', index=0, logprobs=None)], created=1780114779, model='gpt-5-nano-2025-08-07', object='chat.completion.chunk', service_tier='default', system_fingerprint=None, usage=None, obfuscation='auLsOYihEJvs0a')
